checking_account_Status,Duration(months),Credit_history,Purpose,Credit_Amount,credit_per_month,Savings_Account/bonds,Employment_since,Installment_rate(%),Personalstatus_Gender,Gender,debtors/Guarantors,Residence_since(yrs),Property,Age,Other_installment_plans,Housing,Bank_credits,Job,Dependents,Telephone,Foriegn_worker,Credit_Classification
0_to_200,6,cleared_pending_dues,tv,1068,178.0,Below_100,more_than_7yrs,4,single,male,none,4,car/other,28,none,own,1,skilled_employee,2,none,yes,0
below_0,24,critical_acc,used_car,6615,275.625,Below_100,unemployed,2,single,male,none,4,no_property,75,none,for_free,2,selfemployed/Mgt,1,yes,yes,0
no_account,18,critical_acc,education,1864,103.555555555556,100_to_500,1_to_4yr,4,divorced,female,none,2,real_estate,30,none,own,2,skilled_employee,1,none,yes,1
0_to_200,60,cleared_pending_dues,new_car,7408,123.46666666666701,100_to_500,lessthan_year,4,divorced,female,none,2,life_insurance,24,none,own,1,selfemployed/Mgt,1,none,yes,1
no_account,48,critical_acc,used_car,11590,241.458333333333,100_to_500,1_to_4yr,2,divorced,female,none,4,car/other,24,bank,rent,2,Unskilled-Resident,1,none,yes,1
below_0,24,no_credits_taken,furniture,4110,171.25,Below_100,more_than_7yrs,3,single,male,none,4,no_property,23,bank,rent,2,skilled_employee,2,none,yes,1
below_0,6,critical_acc,furniture,3384,564.0,Below_100,1_to_4yr,1,divorced,male,none,4,real_estate,44,none,rent,1,selfemployed/Mgt,1,yes,yes,1
0_to_200,13,cleared_pending_dues,tv,2101,161.615384615385,Below_100,lessthan_year,2,divorced,female,guarantor,4,life_insurance,23,none,own,1,Unskilled-Resident,1,none,yes,0
below_0,15,cleared_pending_dues,domestic_appliances,1275,85.0,no_saving_acc,1_to_4yr,4,divorced,female,none,2,car/other,24,none,rent,1,skilled_employee,1,none,yes,1
below_0,24,cleared_pending_dues,furniture,4169,173.708333333333,Below_100,1_to_4yr,4,single,male,none,4,life_insurance,28,none,own,1,skilled_employee,1,none,yes,0
0_to_200,10,cleared_pending_dues,furniture,1521,152.1,Below_100,1_to_4yr,4,divorced,male,none,2,car/other,31,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,24,critical_acc,education,5743,239.291666666667,Below_100,lessthan_year,2,divorced,female,none,4,no_property,24,none,for_free,2,skilled_employee,1,yes,yes,0
below_0,21,cleared_pending_dues,furniture,3599,171.38095238095198,Below_100,4_to_7yr,1,divorced,female,none,4,car/other,26,none,rent,1,Unskilled-Resident,1,none,yes,0
0_to_200,18,cleared_pending_dues,tv,3213,178.5,500_to_1000,lessthan_year,1,married,male,none,3,real_estate,25,none,rent,1,skilled_employee,1,none,yes,0
0_to_200,18,cleared_pending_dues,business,4439,246.611111111111,Below_100,more_than_7yrs,1,single,male,Co-applicant,1,real_estate,33,bank,own,1,selfemployed/Mgt,1,yes,yes,0
above_200,10,cleared_pending_dues,new_car,3949,394.9,Below_100,lessthan_year,1,single,male,guarantor,1,life_insurance,37,none,own,1,Unskilled-Resident,2,none,yes,0
no_account,15,critical_acc,tv,1459,97.2666666666667,Below_100,1_to_4yr,4,divorced,female,none,2,car/other,43,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,13,critical_acc,tv,882,67.8461538461538,Below_100,lessthan_year,4,single,male,guarantor,4,real_estate,23,none,own,2,skilled_employee,1,none,yes,0
0_to_200,24,cleared_pending_dues,tv,3758,156.583333333333,500_to_1000,unemployed,1,divorced,female,none,4,no_property,23,none,rent,1,unemployed/non-resident,1,none,yes,0
no_account,6,delayed_payement,business,1743,290.5,100_to_500,1_to_4yr,1,single,male,none,2,real_estate,34,none,own,2,Unskilled-Resident,1,none,yes,0
0_to_200,9,critical_acc,education,1136,126.222222222222,Above_1000,more_than_7yrs,4,single,male,none,3,no_property,32,none,for_free,2,skilled_employee,2,none,yes,1
no_account,9,cleared_pending_dues,domestic_appliances,1236,137.333333333333,Below_100,lessthan_year,1,divorced,female,none,4,real_estate,23,none,rent,1,skilled_employee,1,yes,yes,0
0_to_200,9,cleared_pending_dues,furniture,959,106.555555555556,Below_100,1_to_4yr,1,divorced,female,none,2,car/other,29,none,own,1,skilled_employee,1,none,no,1
no_account,18,critical_acc,used_car,3229,179.388888888889,no_saving_acc,unemployed,2,single,male,none,4,no_property,38,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,12,no_credits_taken,tv,6199,516.583333333333,Below_100,1_to_4yr,4,single,male,none,2,life_insurance,28,none,rent,2,skilled_employee,1,yes,yes,1
no_account,10,cleared_pending_dues,education,727,72.7,500_to_1000,more_than_7yrs,4,single,male,none,4,no_property,46,none,for_free,1,skilled_employee,1,yes,yes,0
0_to_200,24,cleared_pending_dues,new_car,1246,51.9166666666667,Below_100,lessthan_year,4,single,male,none,2,real_estate,23,stores,own,1,Unskilled-Resident,1,none,yes,1
no_account,12,critical_acc,tv,2331,194.25,no_saving_acc,more_than_7yrs,1,single,male,Co-applicant,4,real_estate,49,none,own,1,skilled_employee,1,yes,yes,0
no_account,36,delayed_payement,tv,4463,123.972222222222,Below_100,1_to_4yr,4,single,male,none,2,car/other,26,none,own,2,selfemployed/Mgt,1,yes,yes,1
no_account,12,cleared_pending_dues,tv,776,64.6666666666667,Below_100,1_to_4yr,4,married,male,none,2,real_estate,28,none,own,1,skilled_employee,1,none,yes,0
below_0,30,cleared_pending_dues,furniture,2406,80.2,Below_100,4_to_7yr,4,divorced,female,none,4,real_estate,23,none,rent,1,skilled_employee,1,none,yes,1
0_to_200,18,cleared_pending_dues,education,1239,68.8333333333333,no_saving_acc,1_to_4yr,4,single,male,none,4,no_property,61,none,for_free,1,skilled_employee,1,none,yes,0
above_200,12,cleared_pending_dues,tv,3399,283.25,no_saving_acc,more_than_7yrs,2,single,male,none,3,car/other,37,none,own,1,selfemployed/Mgt,1,none,yes,0
above_200,12,delayed_payement,new_car,2247,187.25,Below_100,1_to_4yr,2,divorced,female,none,2,car/other,36,stores,own,2,skilled_employee,1,yes,yes,0
no_account,6,cleared_pending_dues,furniture,1766,294.33333333333303,Below_100,1_to_4yr,1,married,male,none,2,life_insurance,21,none,rent,1,skilled_employee,1,none,yes,0
below_0,18,cleared_pending_dues,furniture,2473,137.388888888889,Below_100,unemployed,4,single,male,none,1,car/other,25,none,own,1,unemployed/non-resident,1,none,yes,1
no_account,12,cleared_pending_dues,business,1542,128.5,Below_100,4_to_7yr,2,single,male,none,4,car/other,36,none,own,1,skilled_employee,1,yes,yes,0
no_account,18,critical_acc,used_car,3850,213.888888888889,Below_100,4_to_7yr,3,single,male,none,1,car/other,27,none,own,2,skilled_employee,1,none,yes,0
below_0,18,cleared_pending_dues,furniture,3650,202.77777777777803,Below_100,lessthan_year,1,divorced,female,none,4,car/other,22,none,rent,1,skilled_employee,1,none,yes,0
below_0,36,cleared_pending_dues,furniture,3446,95.7222222222222,Below_100,more_than_7yrs,4,single,male,none,2,car/other,42,none,own,1,skilled_employee,2,none,yes,1
0_to_200,18,cleared_pending_dues,furniture,3001,166.722222222222,Below_100,4_to_7yr,2,divorced,female,none,4,real_estate,40,none,rent,1,skilled_employee,1,none,yes,0
no_account,36,cleared_pending_dues,new_car,3079,85.5277777777778,no_saving_acc,1_to_4yr,4,single,male,none,4,real_estate,36,none,own,1,skilled_employee,1,none,yes,0
no_account,18,critical_acc,tv,6070,337.222222222222,Below_100,more_than_7yrs,3,single,male,none,4,car/other,33,none,own,2,skilled_employee,1,yes,yes,0
no_account,10,critical_acc,furniture,2146,214.6,Below_100,lessthan_year,1,divorced,female,none,3,real_estate,23,none,rent,2,skilled_employee,1,none,yes,0
no_account,60,critical_acc,new_car,13756,229.266666666667,no_saving_acc,more_than_7yrs,2,single,male,none,4,no_property,63,bank,for_free,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,60,duly_paid,others,14782,246.366666666667,100_to_500,more_than_7yrs,3,divorced,female,none,4,no_property,60,bank,for_free,2,selfemployed/Mgt,1,yes,yes,1
below_0,48,duly_paid,business,7685,160.104166666667,Below_100,4_to_7yr,2,divorced,female,guarantor,4,car/other,37,none,rent,1,skilled_employee,1,none,yes,1
no_account,18,delayed_payement,tv,2320,128.888888888889,Below_100,unemployed,2,married,male,none,3,real_estate,34,none,own,2,skilled_employee,1,none,yes,0
no_account,7,delayed_payement,tv,846,120.857142857143,no_saving_acc,more_than_7yrs,3,single,male,none,4,no_property,36,none,for_free,1,skilled_employee,1,none,yes,0
0_to_200,36,cleared_pending_dues,new_car,14318,397.722222222222,Below_100,more_than_7yrs,4,single,male,none,2,no_property,57,none,for_free,1,selfemployed/Mgt,1,yes,yes,1
no_account,6,critical_acc,new_car,362,60.3333333333333,100_to_500,1_to_4yr,4,divorced,female,none,4,car/other,52,none,own,2,Unskilled-Resident,1,none,yes,0
below_0,20,cleared_pending_dues,furniture,2212,110.6,no_saving_acc,4_to_7yr,4,single,male,none,4,car/other,39,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,18,cleared_pending_dues,used_car,12976,720.888888888889,Below_100,unemployed,3,divorced,female,none,4,no_property,38,none,for_free,1,selfemployed/Mgt,1,yes,yes,1
no_account,22,cleared_pending_dues,new_car,1283,58.3181818181818,no_saving_acc,4_to_7yr,4,divorced,female,none,4,life_insurance,25,none,rent,1,skilled_employee,1,none,yes,0
above_200,12,cleared_pending_dues,new_car,1330,110.833333333333,Below_100,lessthan_year,4,single,male,none,1,real_estate,26,none,own,1,skilled_employee,1,none,yes,0
no_account,30,delayed_payement,business,4272,142.4,100_to_500,1_to_4yr,2,single,male,none,2,life_insurance,26,none,own,2,Unskilled-Resident,1,none,yes,0
no_account,18,critical_acc,tv,2238,124.333333333333,Below_100,1_to_4yr,2,divorced,female,none,1,car/other,25,none,own,2,skilled_employee,1,none,yes,0
no_account,18,cleared_pending_dues,tv,1126,62.5555555555556,no_saving_acc,lessthan_year,4,divorced,female,none,2,real_estate,21,none,rent,1,skilled_employee,1,yes,yes,0
0_to_200,18,critical_acc,furniture,7374,409.666666666667,Below_100,unemployed,4,single,male,none,4,life_insurance,40,stores,own,2,selfemployed/Mgt,1,yes,yes,0
0_to_200,15,critical_acc,business,2326,155.066666666667,500_to_1000,1_to_4yr,2,single,male,none,4,car/other,27,bank,own,1,skilled_employee,1,none,yes,0
no_account,9,cleared_pending_dues,business,1449,161.0,Below_100,4_to_7yr,3,divorced,female,none,2,car/other,27,none,own,2,skilled_employee,1,none,yes,0
no_account,18,cleared_pending_dues,new_car,1820,101.11111111111099,Below_100,1_to_4yr,2,married,male,none,2,life_insurance,30,none,own,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,12,cleared_pending_dues,furniture,983,81.9166666666667,Above_1000,lessthan_year,1,divorced,female,none,4,real_estate,19,none,rent,1,Unskilled-Resident,1,none,yes,0
below_0,36,cleared_pending_dues,new_car,3249,90.25,Below_100,4_to_7yr,2,single,male,none,4,no_property,39,bank,for_free,1,selfemployed/Mgt,2,yes,yes,0
below_0,6,critical_acc,tv,1957,326.16666666666697,Below_100,4_to_7yr,1,divorced,female,none,4,car/other,31,none,own,1,skilled_employee,1,none,yes,0
no_account,9,critical_acc,furniture,2406,267.33333333333303,Below_100,unemployed,2,single,male,none,3,car/other,31,none,own,1,selfemployed/Mgt,1,none,yes,0
0_to_200,39,delayed_payement,education,11760,301.538461538462,100_to_500,4_to_7yr,2,single,male,none,3,no_property,32,none,rent,1,skilled_employee,1,yes,yes,0
below_0,12,cleared_pending_dues,furniture,2578,214.833333333333,Below_100,unemployed,3,divorced,female,none,4,no_property,55,none,for_free,1,selfemployed/Mgt,1,none,yes,0
below_0,36,critical_acc,furniture,2348,65.2222222222222,Below_100,1_to_4yr,3,married,male,none,2,life_insurance,46,none,own,2,skilled_employee,1,yes,yes,0
0_to_200,12,cleared_pending_dues,new_car,1223,101.916666666667,Below_100,more_than_7yrs,1,divorced,male,none,1,real_estate,46,none,rent,2,skilled_employee,1,none,yes,1
no_account,24,critical_acc,tv,1516,63.1666666666667,Above_1000,1_to_4yr,4,divorced,female,none,1,real_estate,43,none,own,2,Unskilled-Resident,1,none,yes,0
no_account,18,cleared_pending_dues,tv,1473,81.8333333333333,Below_100,lessthan_year,3,married,male,none,4,real_estate,39,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,18,critical_acc,business,1887,104.833333333333,no_saving_acc,1_to_4yr,4,married,male,none,4,real_estate,28,bank,own,2,skilled_employee,1,none,yes,0
no_account,24,delayed_payement,business,8648,360.333333333333,Below_100,lessthan_year,2,single,male,none,2,car/other,27,bank,own,2,skilled_employee,1,yes,yes,1
no_account,14,delayed_payement,new_car,802,57.28571428571429,Below_100,1_to_4yr,4,single,male,none,2,car/other,27,none,own,2,Unskilled-Resident,1,none,yes,0
0_to_200,18,delayed_payement,new_car,2899,161.055555555556,no_saving_acc,more_than_7yrs,4,single,male,none,4,car/other,43,none,own,1,skilled_employee,2,none,yes,0
0_to_200,24,cleared_pending_dues,tv,2039,84.9583333333333,Below_100,lessthan_year,1,married,male,none,1,life_insurance,22,none,own,1,skilled_employee,1,yes,yes,1
no_account,24,critical_acc,used_car,2197,91.5416666666667,no_saving_acc,4_to_7yr,4,single,male,none,4,car/other,43,none,own,2,skilled_employee,2,yes,yes,0
below_0,15,cleared_pending_dues,tv,1053,70.2,Below_100,lessthan_year,4,married,male,none,2,real_estate,27,none,own,1,skilled_employee,1,none,no,0
no_account,24,cleared_pending_dues,tv,3235,134.791666666667,500_to_1000,more_than_7yrs,3,divorced,male,none,2,car/other,26,none,own,1,selfemployed/Mgt,1,yes,yes,0
above_200,12,critical_acc,new_car,939,78.25,500_to_1000,4_to_7yr,4,married,male,none,2,real_estate,28,none,own,3,skilled_employee,1,yes,yes,1
0_to_200,24,cleared_pending_dues,tv,1967,81.9583333333333,Below_100,more_than_7yrs,4,divorced,female,none,4,car/other,20,none,own,1,skilled_employee,1,yes,yes,0
no_account,33,critical_acc,used_car,7253,219.78787878787898,Below_100,4_to_7yr,3,single,male,none,2,car/other,35,none,own,2,selfemployed/Mgt,1,yes,yes,0
no_account,12,critical_acc,business,2292,191.0,Below_100,unemployed,4,single,male,none,2,car/other,42,stores,own,2,selfemployed/Mgt,1,yes,yes,1
no_account,10,cleared_pending_dues,new_car,1597,159.7,500_to_1000,1_to_4yr,3,single,male,none,2,no_property,40,none,rent,1,Unskilled-Resident,2,none,no,0
below_0,24,cleared_pending_dues,new_car,1381,57.5416666666667,no_saving_acc,1_to_4yr,4,divorced,female,none,2,life_insurance,35,none,own,1,skilled_employee,1,none,yes,1
no_account,36,critical_acc,used_car,5842,162.277777777778,Below_100,more_than_7yrs,2,single,male,none,2,life_insurance,35,none,own,2,skilled_employee,2,yes,yes,0
below_0,12,cleared_pending_dues,new_car,2579,214.916666666667,Below_100,lessthan_year,4,single,male,none,1,real_estate,33,none,own,1,Unskilled-Resident,2,none,yes,1
below_0,18,delayed_payement,education,8471,470.611111111111,no_saving_acc,1_to_4yr,1,divorced,female,none,2,car/other,23,none,rent,2,skilled_employee,1,yes,yes,0
no_account,21,cleared_pending_dues,new_car,2782,132.47619047619,500_to_1000,4_to_7yr,1,divorced,female,none,2,car/other,31,bank,own,1,selfemployed/Mgt,1,none,yes,0
0_to_200,18,cleared_pending_dues,new_car,1042,57.8888888888889,no_saving_acc,1_to_4yr,4,divorced,female,none,2,life_insurance,33,none,own,1,skilled_employee,1,none,yes,1
no_account,15,cleared_pending_dues,new_car,3186,212.4,Above_1000,4_to_7yr,2,divorced,female,none,3,car/other,20,none,rent,1,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,used_car,2028,169.0,no_saving_acc,1_to_4yr,4,single,male,none,2,car/other,30,none,own,1,skilled_employee,1,none,yes,0
0_to_200,12,critical_acc,new_car,958,79.8333333333333,Below_100,4_to_7yr,2,single,male,none,3,real_estate,47,none,own,2,Unskilled-Resident,2,none,yes,0
no_account,21,delayed_payement,furniture,1591,75.76190476190479,100_to_500,4_to_7yr,4,single,male,none,3,real_estate,34,none,own,2,selfemployed/Mgt,1,none,yes,0
0_to_200,12,cleared_pending_dues,furniture,2762,230.166666666667,no_saving_acc,more_than_7yrs,1,divorced,female,none,2,life_insurance,25,bank,own,1,skilled_employee,1,yes,yes,1
0_to_200,18,cleared_pending_dues,used_car,2779,154.388888888889,Below_100,1_to_4yr,1,married,male,none,3,car/other,21,none,rent,1,skilled_employee,1,yes,yes,0
no_account,28,critical_acc,tv,2743,97.9642857142857,Below_100,more_than_7yrs,4,single,male,none,2,car/other,29,none,own,2,skilled_employee,1,none,yes,0
no_account,18,critical_acc,tv,1149,63.8333333333333,Above_1000,1_to_4yr,4,single,male,none,3,real_estate,46,none,own,2,skilled_employee,1,none,yes,0
no_account,9,cleared_pending_dues,furniture,1313,145.888888888889,Below_100,more_than_7yrs,1,single,male,none,4,car/other,20,none,own,1,skilled_employee,1,none,yes,0
below_0,18,critical_acc,repairs,1190,66.1111111111111,Below_100,unemployed,2,divorced,female,none,4,no_property,55,none,for_free,3,unemployed/non-resident,2,none,yes,1
no_account,5,cleared_pending_dues,business,3448,689.6,Below_100,4_to_7yr,1,single,male,none,4,real_estate,74,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,24,cleared_pending_dues,others,11328,472.0,Below_100,1_to_4yr,2,single,male,Co-applicant,3,car/other,29,bank,own,2,selfemployed/Mgt,1,yes,yes,1
below_0,6,critical_acc,furniture,1872,312.0,Below_100,unemployed,4,single,male,none,4,no_property,36,none,for_free,3,selfemployed/Mgt,1,yes,yes,0
no_account,24,critical_acc,repairs,2058,85.75,Below_100,1_to_4yr,4,divorced,male,none,2,real_estate,33,none,own,2,skilled_employee,1,yes,yes,0
below_0,9,cleared_pending_dues,furniture,2136,237.333333333333,Below_100,1_to_4yr,3,single,male,none,2,real_estate,25,none,own,1,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,tv,1484,123.666666666667,no_saving_acc,1_to_4yr,2,married,male,none,1,real_estate,25,none,own,1,skilled_employee,1,yes,yes,1
no_account,6,cleared_pending_dues,repairs,660,110.0,500_to_1000,4_to_7yr,2,married,male,none,4,real_estate,23,none,rent,1,Unskilled-Resident,1,none,yes,0
no_account,24,critical_acc,new_car,1287,53.625,Above_1000,more_than_7yrs,4,divorced,female,none,4,real_estate,37,none,own,2,skilled_employee,1,yes,yes,0
below_0,42,critical_acc,repairs,3394,80.8095238095238,Below_100,unemployed,4,single,male,Co-applicant,4,car/other,65,none,own,2,unemployed/non-resident,1,none,yes,0
above_200,12,duly_paid,business,609,50.75,Below_100,lessthan_year,4,divorced,female,none,1,real_estate,26,none,own,1,unemployed/non-resident,1,none,yes,1
no_account,12,cleared_pending_dues,new_car,1884,157.0,Below_100,more_than_7yrs,4,single,male,none,4,car/other,39,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,12,cleared_pending_dues,furniture,1620,135.0,Below_100,1_to_4yr,2,divorced,female,Co-applicant,3,life_insurance,30,none,own,1,skilled_employee,1,none,yes,0
0_to_200,20,delayed_payement,others,2629,131.45,Below_100,1_to_4yr,2,single,male,none,3,car/other,29,bank,own,2,skilled_employee,1,yes,yes,0
no_account,12,cleared_pending_dues,education,719,59.9166666666667,Below_100,more_than_7yrs,4,single,male,none,4,car/other,41,bank,own,1,Unskilled-Resident,2,none,yes,1
0_to_200,48,critical_acc,furniture,5096,106.166666666667,Below_100,1_to_4yr,2,divorced,female,none,3,car/other,30,none,own,1,selfemployed/Mgt,1,yes,yes,1
no_account,9,critical_acc,education,1244,138.222222222222,no_saving_acc,more_than_7yrs,4,divorced,female,none,4,life_insurance,41,none,rent,2,Unskilled-Resident,1,none,yes,0
below_0,36,cleared_pending_dues,new_car,1842,51.1666666666667,Below_100,lessthan_year,4,divorced,female,none,4,car/other,34,none,own,1,skilled_employee,1,yes,yes,1
0_to_200,7,cleared_pending_dues,tv,2576,368.0,Below_100,1_to_4yr,2,single,male,guarantor,2,real_estate,35,none,own,1,skilled_employee,1,none,yes,0
above_200,12,cleared_pending_dues,furniture,1424,118.666666666667,no_saving_acc,more_than_7yrs,3,divorced,female,none,4,real_estate,55,none,own,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,15,delayed_payement,repairs,1512,100.8,Above_1000,1_to_4yr,3,married,male,none,3,life_insurance,61,stores,own,2,skilled_employee,1,none,yes,1
no_account,36,critical_acc,used_car,11054,307.055555555556,no_saving_acc,1_to_4yr,4,single,male,none,2,car/other,30,none,own,1,selfemployed/Mgt,1,yes,yes,0
no_account,6,cleared_pending_dues,tv,518,86.3333333333333,Below_100,1_to_4yr,3,divorced,female,none,1,real_estate,29,none,own,1,skilled_employee,1,none,yes,0
no_account,12,no_credits_taken,furniture,2759,229.916666666667,Below_100,more_than_7yrs,2,single,male,none,4,life_insurance,34,none,own,2,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,used_car,2670,111.25,Below_100,more_than_7yrs,4,single,male,none,4,car/other,35,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,24,cleared_pending_dues,new_car,4817,200.708333333333,Below_100,4_to_7yr,2,single,male,Co-applicant,3,life_insurance,31,none,own,1,skilled_employee,1,yes,yes,1
no_account,24,cleared_pending_dues,used_car,2679,111.625,Below_100,lessthan_year,4,divorced,female,none,1,no_property,29,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,11,critical_acc,new_car,3905,355.0,Below_100,1_to_4yr,2,single,male,none,2,real_estate,36,none,rent,2,skilled_employee,2,none,yes,0
below_0,12,cleared_pending_dues,used_car,3386,282.16666666666697,Below_100,more_than_7yrs,3,single,male,none,4,no_property,35,none,for_free,1,skilled_employee,1,yes,yes,1
below_0,6,cleared_pending_dues,domestic_appliances,343,57.1666666666667,Below_100,lessthan_year,4,divorced,female,none,1,real_estate,27,none,own,1,skilled_employee,1,none,yes,0
no_account,18,cleared_pending_dues,tv,4594,255.22222222222197,Below_100,lessthan_year,3,single,male,none,2,car/other,32,none,own,1,skilled_employee,1,yes,yes,0
below_0,36,cleared_pending_dues,furniture,3620,100.555555555556,Below_100,1_to_4yr,1,single,male,guarantor,2,life_insurance,37,none,own,1,skilled_employee,2,none,yes,0
below_0,15,cleared_pending_dues,new_car,1721,114.733333333333,Below_100,lessthan_year,2,single,male,none,3,real_estate,36,none,own,1,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,furniture,3017,251.416666666667,Below_100,lessthan_year,3,divorced,female,none,1,real_estate,34,none,rent,1,selfemployed/Mgt,1,none,yes,0
0_to_200,12,cleared_pending_dues,retraining,754,62.8333333333333,no_saving_acc,more_than_7yrs,4,single,male,none,4,life_insurance,38,none,own,2,skilled_employee,1,none,yes,0
no_account,18,cleared_pending_dues,business,1950,108.333333333333,Below_100,4_to_7yr,4,single,male,none,1,car/other,34,stores,own,2,skilled_employee,1,yes,yes,0
below_0,24,cleared_pending_dues,used_car,2924,121.833333333333,Below_100,1_to_4yr,3,single,male,guarantor,4,no_property,63,bank,own,1,skilled_employee,2,yes,yes,0
below_0,24,delayed_payement,tv,1659,69.125,Below_100,lessthan_year,4,divorced,female,none,2,car/other,29,none,rent,1,Unskilled-Resident,1,yes,yes,1
no_account,48,delayed_payement,tv,7238,150.791666666667,no_saving_acc,more_than_7yrs,3,single,male,none,3,car/other,32,bank,own,2,skilled_employee,2,none,yes,0
no_account,33,delayed_payement,business,2764,83.7575757575758,Below_100,1_to_4yr,2,divorced,female,none,2,car/other,26,none,own,2,skilled_employee,1,yes,yes,0
no_account,24,delayed_payement,used_car,4679,194.958333333333,Below_100,4_to_7yr,3,single,male,none,3,car/other,35,none,own,2,Unskilled-Resident,1,yes,yes,0
0_to_200,24,cleared_pending_dues,tv,3092,128.833333333333,100_to_500,lessthan_year,3,married,male,none,2,car/other,22,none,rent,1,skilled_employee,1,yes,yes,1
below_0,6,cleared_pending_dues,education,448,74.6666666666667,Below_100,lessthan_year,4,divorced,female,none,4,life_insurance,23,none,own,1,skilled_employee,1,none,yes,1
below_0,9,cleared_pending_dues,new_car,654,72.6666666666667,Below_100,1_to_4yr,4,single,male,none,3,car/other,28,none,own,1,Unskilled-Resident,1,none,yes,1
no_account,6,cleared_pending_dues,retraining,1238,206.333333333333,no_saving_acc,unemployed,4,single,male,none,4,life_insurance,36,none,own,1,selfemployed/Mgt,2,yes,yes,0
0_to_200,18,critical_acc,tv,1245,69.1666666666667,Below_100,1_to_4yr,4,married,male,none,2,car/other,33,none,own,1,skilled_employee,1,none,yes,1
below_0,18,no_credits_taken,furniture,3114,173.0,Below_100,lessthan_year,1,divorced,female,none,4,life_insurance,26,none,rent,1,skilled_employee,1,none,yes,1
no_account,39,cleared_pending_dues,used_car,2569,65.8717948717949,500_to_1000,1_to_4yr,4,single,male,none,4,car/other,24,none,own,1,skilled_employee,1,none,yes,0
above_200,24,cleared_pending_dues,tv,5152,214.666666666667,Below_100,4_to_7yr,4,single,male,none,2,car/other,25,bank,own,1,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,business,1037,86.4166666666667,100_to_500,4_to_7yr,3,single,male,none,4,real_estate,39,none,own,1,Unskilled-Resident,1,none,yes,0
below_0,15,critical_acc,furniture,1478,98.5333333333333,Below_100,more_than_7yrs,4,single,male,none,4,car/other,44,none,own,2,skilled_employee,2,yes,yes,0
0_to_200,12,critical_acc,tv,3573,297.75,Below_100,1_to_4yr,1,divorced,female,none,1,real_estate,23,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,24,cleared_pending_dues,new_car,1201,50.0416666666667,Below_100,lessthan_year,4,single,male,none,1,life_insurance,26,none,own,1,skilled_employee,1,none,yes,0
below_0,30,cleared_pending_dues,furniture,3622,120.733333333333,Above_1000,more_than_7yrs,4,divorced,female,none,4,life_insurance,57,none,rent,2,skilled_employee,1,yes,yes,0
no_account,15,delayed_payement,furniture,960,64.0,Above_1000,4_to_7yr,3,divorced,female,none,2,life_insurance,30,none,own,2,skilled_employee,1,none,yes,0
no_account,12,critical_acc,new_car,1163,96.9166666666667,500_to_1000,1_to_4yr,4,single,male,none,4,real_estate,44,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,6,delayed_payement,new_car,1209,201.5,Below_100,unemployed,4,single,male,none,4,life_insurance,47,none,own,1,selfemployed/Mgt,1,yes,yes,1
no_account,12,cleared_pending_dues,tv,3077,256.41666666666697,Below_100,1_to_4yr,2,single,male,none,4,car/other,52,none,own,1,skilled_employee,1,yes,yes,0
no_account,24,cleared_pending_dues,new_car,3757,156.541666666667,Below_100,more_than_7yrs,4,divorced,female,Co-applicant,4,no_property,62,none,for_free,1,skilled_employee,1,yes,yes,0
no_account,10,cleared_pending_dues,new_car,1418,141.8,100_to_500,1_to_4yr,3,single,male,none,2,real_estate,35,none,rent,1,Unskilled-Resident,1,none,no,0
no_account,6,cleared_pending_dues,new_car,3518,586.333333333333,Below_100,1_to_4yr,2,single,male,guarantor,3,life_insurance,26,none,rent,1,skilled_employee,1,none,yes,0
no_account,12,critical_acc,tv,1934,161.166666666667,Below_100,more_than_7yrs,2,single,male,none,2,no_property,26,none,own,2,skilled_employee,1,none,yes,0
0_to_200,27,no_credits_taken,business,8318,308.07407407407396,Below_100,more_than_7yrs,2,divorced,female,none,4,no_property,42,none,for_free,2,selfemployed/Mgt,1,yes,yes,1
no_account,6,critical_acc,tv,1237,206.166666666667,100_to_500,1_to_4yr,1,divorced,female,none,1,life_insurance,27,none,own,2,skilled_employee,1,none,yes,0
0_to_200,6,cleared_pending_dues,tv,368,61.3333333333333,no_saving_acc,more_than_7yrs,4,single,male,none,4,life_insurance,38,none,own,1,skilled_employee,1,none,yes,0
below_0,12,critical_acc,new_car,2122,176.833333333333,Below_100,1_to_4yr,3,single,male,none,2,real_estate,39,none,rent,2,Unskilled-Resident,2,none,no,0
